Content,Tweet,text,compound,polarity
rganisasi slam terbesar di ndonesia ahdlatul lama  dan residen  oko idodo bisa menjadi penentu kemenangan calon presiden capres  saat berlaga pada emilihan residen ilpres    umber,"['ketua', 'umum', 'partai', 'demokrat', 'agus', 'harimurti', 'yudhoyono', 'gaet', 'anakanak', 'muda', 'safari', 'ramadhannya', 'kota', 'surakarta', 'jawa', 'tengah', 'milu', '2024', '60', 'persen', 'pilih', 'usia', '40', 'tahun', 'nusantara', 'adadikompas']",ketua umum partai demokrat agus harimurti yudhoyono gaet anakanak muda safari ramadhannya kota surakarta jawa tengah milu 2024 60 persen pilih usia 40 tahun nusantara adadikompas,0,neutral
anjar ranowo sebagai bakal calon presiden bacapres  dari  menunjukkan optimisme bahwa kaum santriwati bisa menyongsong ndonesia mas   al itu dikatakan anjar usai berdialog bersama sejumlah santriwati dalam eminar asional ewujudkan ndonesia mas Ã¢â¬Â¦,"['milu', '2024', 'dominasi', 'kelompok', 'muda', 'isi', 'kaum', 'muda', 'ketua', 'figur', 'wakil', 'kaum', 'mudamudahan', 'pintar', 'gerak', 'mesin', 'partai', 'utk', 'momentum', '2024', 'utk', 'panen', 'electoral', 'suara', 'kaum', 'muda']",milu 2024 dominasi kelompok muda isi kaum muda ketua figur wakil kaum mudamudahan pintar gerak mesin partai utk momentum 2024 utk panen electoral suara kaum muda,-4,negative
edatangan etua mum artai erindra rabowo ubianto ke  artai olkar itu adalah yang pertama sejak artai olkar dan  mendeklarasikan rabowo sebagai bakal calon presiden di emilu,"['ketua', 'umum', 'partai', 'demokrat', 'agus', 'harimurti', 'yudhoyono', 'gaet', 'anakanak', 'muda', 'safari', 'ramadhannya', 'kota', 'surakarta', 'jawa', 'tengah', 'milu', '2024', '60', 'persen', 'pilih', 'usia', '40', 'tahun', 'nusantara', 'adadikompas']",ketua umum partai demokrat agus harimurti yudhoyono gaet anakanak muda safari ramadhannya kota surakarta jawa tengah milu 2024 60 persen pilih usia 40 tahun nusantara adadikompas,0,neutral
etua mum erindra rabowo ubianto mengungkapkan dia belum mengetahui siapa sosok bakal calon wakil presiden yang akan mendampinginya pada ilpres  mendatang,"['giat', 'laksana', 'hotel', 'grand', 'dian', 'camat', 'wiradesa', 'hadir', 'anggota', 'kpu', 'kabupaten', 'kalong', 'bawaslu', 'dinas', 'instansi', 'kait', 'partai', 'politik', 'serta', 'milu', '2024', 'tingkat', 'kabupaten', 'kalong', 'ketua', 'ppk', 'serta', 'anggota', 'divisi']",giat laksana hotel grand dian camat wiradesa hadir anggota kpu kabupaten kalong bawaslu dinas instansi kait partai politik serta milu 2024 tingkat kabupaten kalong ketua ppk serta anggota divisi,2,positive
rabowo ubianto mantap kembali mengajukan diri sebagai akal alon residen apres,"['catat', 'sebelumnyaharap', 'bijaksana', 'isu', 'sensitif', 'masyarakat', 'salah', 'tanggap', 'dampak', 'signifikan', 'suara', 'milu', '2024']",catat sebelumnyaharap bijaksana isu sensitif masyarakat salah tanggap dampak signifikan suara milu 2024,-6,negative
elain itu ahabat anjar juga menggelar bazar sembako murah menarik ratusan emakemak militan menunjukkan perhatian pada kesejahteraan masyarakat serta dukungan pada anjar ranowo sebagai calon residen,"['dpw', 'perindo', 'sulteng', 'gelar', 'rapat', 'konsolidasi', 'menang', 'milu', '2024', 'nusantara']",dpw perindo sulteng gelar rapat konsolidasi menang milu 2024 nusantara,2,positive
ilih calon presiden  yang memikirkan rakyat yaa,"['recap', 'dps', 'milu', '2024', 'kpu', 'kab', 'demak']",recap dps milu 2024 kpu kab demak,0,neutral
artai manat asional  memberikan dukungan penuh kepada rick hohir sebagai calon wakil presiden yang potensial dalam pemilihan presiden,"['boikot', 'milu', '2024', 'mau', 'regime']",boikot milu 2024 mau regime,4,positive
dr dl jg semua calon presiden bisax cuma ngumbar janji dan bermulut manis aj  etelah jd presiden mulai dah lupa dgn janji janji nya,"['partai', 'karya', 'gugat', 'komisi', 'pilih', 'umum', 'kpu', 'adil', 'negeri', 'pn', 'jakarta', 'pusat', 'registrasi', 'nomor', 'perkara', '219pdtg2023pn', 'jktpst', 'selasa', '44', 'kemarin', 'lengkap']",partai karya gugat komisi pilih umum kpu adil negeri pn jakarta pusat registrasi nomor perkara 219pdtg2023pn jktpst selasa 44 kemarin lengkap,4,positive
asil survei embaga urvei ndonesia  terhadap  nama calon presiden capres yang diperkirakan maju pada emilihan residen ilpres  menempatkan anjar ranowo di posisi puncak elengkapnya,"['wacana', 'koalisi', 'milu', '2024', 'tum', 'ahy', 'fokus', 'bangun', 'koalisi', 'ubah', 'rakyat']",wacana koalisi milu 2024 tum ahy fokus bangun koalisi ubah rakyat,-2,negative
otret tersebut tampak diunggah langsung oleh anjar melalui akun nstagram miliknya hari ini abu  ahkan tak hanya berdua di belakang mereka tampak masingmasing istri mereka setia menemani yakni bu egara riana okowi dan iti tiqoh,"['temanpemnilih', 'rapat', 'pleno', 'buka', 'rekapitulasi', 'daftar', 'pilih', 'hasil', 'mutakhir', 'dphp', 'tetap', 'daftar', 'pilih', 'dps', 'milu', '2024', 'tingkat', 'kabupaten', 'blorapemiluserentak', '2024']",temanpemnilih rapat pleno buka rekapitulasi daftar pilih hasil mutakhir dphp tetap daftar pilih dps milu 2024 tingkat kabupaten blorapemiluserentak 2024,1,positive
rganisasi slam terbesar di ndonesia ahdlatul lama dan residen oko idodo bisa menjadi penentu kemenangan calon presiden di ilpres,"['langkah', 'sesat', 'ps', 'menyungsepkan', 'gerindra', 'milu', '2024']",langkah sesat ps menyungsepkan gerindra milu 2024,0,neutral
akal alon residen acapres anjar ranowo mengagumi sikap kemaslahatan dari para ulama saat menghadiri acara ilaturahmi asyayikh sendonesia  ak mau kehilangan momentum para ulama sempat memberikan beberapa masukan kepada anjar anjar menerangkan dalam acara,"['temanpemilih', 'tanggal', '5', 'april', '2023', 'tempat', 'aula', 'hotel', 'grand', 'kerinci', 'kpu', 'kota', 'sungai', 'penuh', 'laksana', 'rapat', 'pleno', 'buka', 'rekapitulasi', 'daftar', 'pilih', 'hasil', 'mutakhir', 'tetap', 'daftar', 'pilih', 'dps', 'tingkat', 'kota', 'sungai', 'penuh', 'milu', '2024']",temanpemilih tanggal 5 april 2023 tempat aula hotel grand kerinci kpu kota sungai penuh laksana rapat pleno buka rekapitulasi daftar pilih hasil mutakhir tetap daftar pilih dps tingkat kota sungai penuh milu 2024,-7,negative
sosok berkarismatik nies ayak menjadi calon presiden tahun  nanti,"['doni', 'setiyawansaya', 'tani', '34', 'propinsi', 'sukses', 'milu', '2024wartwan', 'media', 'berani', 'profesi', 'faktualmahasiswa', 'calon', 'pimpin', 'harap', 'kritis', 'awal', 'milu', 'sesuai', 'konstitusipaham']",doni setiyawansaya tani 34 propinsi sukses milu 2024wartwan media berani profesi faktualmahasiswa calon pimpin harap kritis awal milu sesuai konstitusipaham,1,positive
ermasuk apakah akan membahas bakal calon wakil presiden cawapres pendamping rabowo di emilihan residen atau ilpres,"['temanpemilihrekapitulasi', 'daftapemilih', 'dpstingkat', 'kabupaten', 'demak', 'milu', '2024rabu', '05', 'april', '2023kpumelayani', 'milu', '2024']",temanpemilihrekapitulasi daftapemilih dpstingkat kabupaten demak milu 2024rabu 05 april 2023kpumelayani milu 2024,0,neutral
aya sangat bersemangat untuk mendukung rabowo ubianto sebagai calon presiden di ilpres  ari kita bersatu dan maju bersama,"['daftar', 'rekapitulasi', 'dps', 'kab', 'demak', 'milu', '2024pemilu2024amandamai', 'milu', '2024']",daftar rekapitulasi dps kab demak milu 2024pemilu2024amandamai milu 2024,-2,negative
ari kita bersatu dan mendukung rabowo ubianto sebagai calon presiden tahun  ersamasama kita bisa memajukan ndonesia,"['smoga', 'milu', '2024', 'brjlan', 'lancar']",smoga milu 2024 brjlan lancar,2,positive
aya yakin dengan adanya calon wakil presiden yang akan mendampingi rabowo ubianto kita akan memiliki tim yang tak terkalahkan ari bersamasama memenangkan pilpres  nabila belom bisa nentuin jam berapa nya soalnya kata dia ini akhir bulan biasanya dia aga malam,"['lbh', 'lg', 'pilih', 'dukung', 'tinggal', 'partai', 'jg', 'milu', '2024', 'move', 'on', 'partai', 'suara', 'mbelgedes']",lbh lg pilih dukung tinggal partai jg milu 2024 move on partai suara mbelgedes,1,positive
elombang akyat elora ndonesia siap bergerak mendukung rabowo ubianto sebagai calon presiden tahun  ari kita bersatu demi masa depan yang lebih baik,"['sdh', 'sabar', 'hasil', 'milu', '2024', 'suara', 'terjun', 'bebas']",sdh sabar hasil milu 2024 suara terjun bebas,3,positive
ukungan kepada rabowo ubianto sebagai calon presiden tahun  semakin menguat ari kita bergabung dengan elombang akyat elora ndonesia dan berjuang bersama,"['milu', '2024', 'dilaksankan', 'sesuai', 'jadwal', 'coblos', 'tunda', 'milu', '2024politikidentitaspemilujujurmoneypolitik']",milu 2024 dilaksankan sesuai jadwal coblos tunda milu 2024politikidentitaspemilujujurmoneypolitik,3,positive
eserta elombang akyat elora ndonesia semakin banyak yang mendukung rabowo ubianto sebagai calon presiden ari kita tunjukkan kekuatan kita dalam ilpres,"['rapat', 'pleno', 'buka', 'rekapitulasi', 'tetap', 'daftar', 'pilih', 'dps', 'milu', '2024', 'kabdemak', '05', 'april', '2023kpumelayanikpurikpujatengkpudemak']",rapat pleno buka rekapitulasi tetap daftar pilih dps milu 2024 kabdemak 05 april 2023kpumelayanikpurikpujatengkpudemak,-3,negative
eserta elombang akyat elora ndonesia semakin yakin dengan rabowo ubianto sebagai calon presiden tahun  ari kita bersamasama meraih kemenangan,"['berita', 'acaradaftar', 'pilih', 'sementarapemilu', '2024', 'kab', 'demakkpurikpujatengkpudemakppkgajah']",berita acaradaftar pilih sementarapemilu 2024 kab demakkpurikpujatengkpudemakppkgajah,-6,negative
i tengah tangis ibuibu korban penculikan  rabowo tampak lengah dan seakan tidak merasa beban apa pun a bahkan berani mencalonkan diri sebagai calon presiden tahun  seolaholah tindakannya yang kelam tidak pernah terjadi,"['temanpemilihberikut', 'rekapitulasi', 'daftar', 'pilih', 'dps', 'milu', '2024', 'kabupaten', 'purworejokpumelayani', 'ppkbanyuurip', 'kpujateng', 'kpupurworejo']",temanpemilihberikut rekapitulasi daftar pilih dps milu 2024 kabupaten purworejokpumelayani ppkbanyuurip kpujateng kpupurworejo,-4,negative
residen angat engapresiasi inerja epala aerah apak ubernur awa engah alon residen  Ã°Å¸â¡Â®Ã°Å¸â¡Â©   ukan embeli esawat ekas dan ingkong ood state ang angkrak  emakin yakin ak   akan elanjutkan rogram erja residen okowi Ã°Å¸âÂ?,"['kesah', 'perppu', 'milu', 'ketua', 'dpri', 'pasti', 'milu', '2024', 'sesuai', 'jadwalpolitikidentitaspemilujujurmoneypolitik']",kesah perppu milu ketua dpri pasti milu 2024 sesuai jadwalpolitikidentitaspemilujujurmoneypolitik,8,positive
enomena anjar ebound trs berlanjut seiring dg hasil survei terbaru yg dirilis oleh  urvei terkait elektabilitas bakal calon presiden bacapres  tersebut dirilis  secara daring  osok anjar ranowo,"['ngak', 'gabung', 'koalisisendirian', 'aja', 'aju', 'capres', 'pdip', 'megawati', 'pilihbisa', 'kanngak', 'kiamat', 'maju', 'attau', 'takut', 'ngak', 'terima', 'pdip', 'gabung', 'dukung', 'capres', 'pilih', 'jokowi', 'milu', '2024', 'pantang']",ngak gabung koalisisendirian aja aju capres pdip megawati pilihbisa kanngak kiamat maju attau takut ngak terima pdip gabung dukung capres pilih jokowi milu 2024 pantang,-18,negative
ksi dukungmendukung bakal calon presiden bacapres jelang emilihan residen ilpres  kian marak ak terkecuali para relawan yang Ã¢â¬Åpindah kapalÃ¢â¬Â? atau mengalihkan dukungan dari satu bacapres ke bacapres lainnya ebagai contoh tak sedikit relawan yang semula dikenalÃ¢â¬Â¦,"['sederhana', 'gin', 'buruk', 'milu', '2024', 'cermin', 'dr', 'adab', 'ketua', 'kpunya']",sederhana gin buruk milu 2024 cermin dr adab ketua kpunya,-1,negative
calon pemimpin berakhlak sejuk dipandang rakyat masya llah semoga  pak bisa menjadi presiden selanjutnya,"['awas', 'waspadalahkutu', 'loncat', 'politikus', '2', 'busuk', 'partai', '2', 'koalisi', 'kib', 'pro', 'oligarki', 'aseng', 'cari', 'selamat', 'milu', '2024']",awas waspadalahkutu loncat politikus 2 busuk partai 2 koalisi kib pro oligarki aseng cari selamat milu 2024,-2,negative
ua bakal calon presiden di pemilu  yakni rabowo ubianto dengan anjar ranowo tertangkap kamera bergandengan tangan di acara uktamar ufi nternasional,"['milu', '2024bacot', 'mu', 'bukti', 'ganjar', 'menang', 'presidenpdip', '20', 'pilih', 'milu', '2019', '100', 'bacot', 'mu', 'kaya', 'pdip', 'menang', '100dijakarta', 'aja', 'kalah', 'calon', 'gubernus', 'waktu', 'ahokmilir']",milu 2024bacot mu bukti ganjar menang presidenpdip 20 pilih milu 2019 100 bacot mu kaya pdip menang 100dijakarta aja kalah calon gubernus waktu ahokmilir,-9,negative
pakah oalisi ebangkitan ndonesia aya  bubar atau tidak engingat koalisi itu merupakan koalisi yang mulanya mengusung rabowo sebagai alon residen apres di emilihan residen ilpres,"['tweet', '2', 'spt', 'pengaruh', 'utk', 'calon', 'pilih', 'milu', '2024']",tweet 2 spt pengaruh utk calon pilih milu 2024,-1,negative
epertinya tak terbendung wlupun byk yg ingin menjatuhkannya aik kal atas menengah dan bawah hsl survey pribadi menegaskan bahwa alon residen  adalah beliau  adi bg kaum para penjilat ayo mulai skrg kalian siap yah drpd nanti sdh terpilih terlalu kelihatan,"['elite', 'ppp', 'pesimis', 'koalisi', 'milu', '2024', 'wujud', 'halang']",elite ppp pesimis koalisi milu 2024 wujud halang,4,positive
embaga urvei ndonesia  mencatat sebagian besar pemilih residenÃÂ oko idodoÃÂ dan akil residen aruf min di ilpres  mendukungÃÂ anjar ranowoÃÂ sebagai calon presidenÃÂ ilpres   osok anjar ranowo,"['ba', 'dps', 'milu', '2024', 'kabupaten', 'demak']",ba dps milu 2024 kabupaten demak,0,neutral
alon residen   Ã°Å¸ËÂ?Ã°Å¸ËÂ?Ã°Å¸ËÂ?  erselingkuhan  afael lun audy yunda agiii ihone   ateng lue oon ie aga,"['rekapitulasi', 'dps', 'milu', '2024']",rekapitulasi dps milu 2024,0,neutral
enomena anjar ebound terus berlanjut seiring dengan hasil survei terbaru yang dirilis oleh embaga urvei ndonesia  urvei terkait elektabilitas bakal calon presiden bacapres  osok anjar ranowo,"['kpu', 'halut', 'pleno', 'dps', 'milu', '2024', 'pilih', '147311', 'halmahera']",kpu halut pleno dps milu 2024 pilih 147311 halmahera,-2,negative
emilih dan menentukan pilihan di tahun  nnti eorang calon presiden  itu harus bisa memenuhi kebutuhan masyarakat nya contohnya seperti ak ganjar yg sudah merakyat banyak program yang melibatkan masyarakat nya sendiri Ã°Å¸Ëâ¡Ã°Å¸Ëâ¡,"['counsellor', 'fungsi', 'politik', 'sosial', 'budaya', 'kbri', 'ottawa', 'menggarisbawahi', 'dukung', 'penuh', 'dubes', 'ri', 'kanada', 'komponen', 'kbri', 'ottawa', 'sukses', 'selenggara', 'rangkai', 'milu', '2024']",counsellor fungsi politik sosial budaya kbri ottawa menggarisbawahi dukung penuh dubes ri kanada komponen kbri ottawa sukses selenggara rangkai milu 2024,9,positive
anjar ebound terus berlanjut seiring dengan hasil survei terbaru yang dirilis oleh embaga urvei ndonesia  urvei terkait elektabilitas bakal calon presiden  tersebut dirilis  secara daring osok anjar ranowo,"['ketua', 'ppln', 'ottawa', 'sesi', 'buka', 'counsellor', 'fungsi', 'politik', 'sosial', 'budaya', 'kbri', 'ottawa', 'sambut', 'sambut', 'ketua', 'ppln', 'ottawa', 'apresiasi', 'kerja', 'pantarlih', 'ln', 'ottawa', 'dalam', 'susun', 'dpsln', 'milu', '2024']",ketua ppln ottawa sesi buka counsellor fungsi politik sosial budaya kbri ottawa sambut sambut ketua ppln ottawa apresiasi kerja pantarlih ln ottawa dalam susun dpsln milu 2024,14,positive
akal calon presiden bacapres  dariÃÂ  erjuanganÃÂ anjar ranowoÃÂ menekankan pentingnya pendidikan karakter bagi milenial dan gen  buat menyongsong ndonesia mas tahun  osok anjar ranowo,"['5', 'april', '2023', 'tempat', 'ruang', 'rapat', 'asean', 'kbri', 'ottawa', 'ppln', 'ottawa', 'selenggara', 'rapat', 'pleno', 'buka', 'rekapitulasi', 'tetap', 'dpsln', 'milu', '2024', 'hybrid', '1330', 'ws']",5 april 2023 tempat ruang rapat asean kbri ottawa ppln ottawa selenggara rapat pleno buka rekapitulasi tetap dpsln milu 2024 hybrid 1330 ws,-4,negative
apaian pembangunan di era residen oko idodo  okowi  menjadi dasar akal alon residen anjar ranowo untuk melakukan lompatan jika terpilih menjadi residen pada ilpres  apaian pembangunan era okowi harus terus dilanjutkan osok anjar ranowo,"['temanpemilih', 'berita', 'acara', 'dps', 'milu', '2024']",temanpemilih berita acara dps milu 2024,-4,negative
alon presiden   anjar ranowo bersama ak okowi meninjau  ateng,"['satkar', 'ulama', 'instrumen', 'utama', 'menang', 'partai', 'golkar', 'airlangga', 'hartarto', 'milu', '2024airlanggahartarto', 'airlanggapemersatu', 'airlanggauntukindonesia', 'partaigolkar', 'golkarpedia', 'golkarsolid', 'airlanggapresiden']",satkar ulama instrumen utama menang partai golkar airlangga hartarto milu 2024airlanggahartarto airlanggapemersatu airlanggauntukindonesia partaigolkar golkarpedia golkarsolid airlanggapresiden,2,positive
endaftaran pasangan calon presiden dan calon wakil presiden emilu  baru dibuka mulai  ktober hingga  ovember  raktis ada waktu sekitar  harian,"['sahabatbawaslu', 'rabu', '0504', 'bawaslu', 'boyolali', 'hadir', 'rapat', 'pleno', 'buka', 'rekapitulasi', 'daftar', 'pilih', 'dps', 'milu', '2024', 'ada', 'kpu', 'kabupaten', 'boyolaliayoawasibersamabawasluboyolalibawaslumengawasi']",sahabatbawaslu rabu 0504 bawaslu boyolali hadir rapat pleno buka rekapitulasi daftar pilih dps milu 2024 ada kpu kabupaten boyolaliayoawasibersamabawasluboyolalibawaslumengawasi,-6,negative
ebagai partai yang tegak lurus pada ak okowi  tentu mengikuti arahan untuk tidak kesusu mendukung salah satu calon presiden di emilu   palagi belum ada capres yg menentukan siapa calon wakil presidennya abar saja sambil terus mencermati,"['rutan', 'palu', 'ikut', 'rapat', 'pleno', 'rekapitulasi', 'daftar', 'pilih', 'hasil', 'pemuktahiran', 'milu', '2024selengkapnya']",rutan palu ikut rapat pleno rekapitulasi daftar pilih hasil pemuktahiran milu 2024selengkapnya,-6,negative
ada eptember  nies menyatakan dirinya siap mencalonkan diri menjadi residen ndonesia pada pemilihan tahun  a dideklarasikan sebagai bakal calon residen oleh artai asem bulan ktober  beberapa bulan sebelum tahapan pemilihan presiden secara resmi dimulai,"['temanpemilih', 'data', 'rekap', 'dps', 'kabupaten', 'magelang', 'milu', '2024ppkbersamakpumelayani', 'kpumelayani', 'pemiluserentak', '2024']",temanpemilih data rekap dps kabupaten magelang milu 2024ppkbersamakpumelayani kpumelayani pemiluserentak 2024,-3,negative
uar biasa calon presidenku presiden  insyaallah aamiin,"['temanpemilihkpu', 'kota', 'denpasar', 'ikut', 'bimbing', 'teknis', 'tangan', 'langgar', 'administratif', 'selesai', 'sengketa', 'proses', 'milu', '2024ngulati', 'denpasar', 'shantikpumelayani', 'pemiluserentak', '2024tahapanpemilih2024mulai']",temanpemilihkpu kota denpasar ikut bimbing teknis tangan langgar administratif selesai sengketa proses milu 2024ngulati denpasar shantikpumelayani pemiluserentak 2024tahapanpemilih2024mulai,-4,negative
etua ajelis inggi artai emokratÃÂ usilo ambang udhoyonoÃÂ  tahu nama calon wakil presiden cawapres pendampingÃÂ nies aswedanÃÂ di ilpres,"['gk', 'calon', 'tunggu', 'milu', '2024', 'bukti', 'maju', 'gagas', 'putra', 'jokowi']",gk calon tunggu milu 2024 bukti maju gagas putra jokowi,-4,negative
alon presiden anjar ranowo menduduki peringkat pertama dalam kontestasi ilpres  sebagai capres anjar unggul dari dibanding dua capres lainnya dalam survei terbaru embaga urvei ndonesia  yang dilakukan pada  hingga  gustus,"['temanpemilih', 'kpu', 'kabupaten', 'jepara', 'laksana', 'rapat', 'pleno', 'buka', 'rekapitulasi', 'tetap', 'daftar', 'pilih', 'dps', 'milu', '2024', 'gedung', 'shima', 'kabupaten', 'jepara', 'rabu', '542023selengkapnya', 'kpumelayani']",temanpemilih kpu kabupaten jepara laksana rapat pleno buka rekapitulasi tetap daftar pilih dps milu 2024 gedung shima kabupaten jepara rabu 542023selengkapnya kpumelayani,-3,negative
